split,held_group,profile_id,waveform_id,simulation_seed,fixed_package_3_candidates,fixed_package_3_cost,fixed_package_3_regret,fixed_package_3_evm_pct,fixed_package_3_aclr_db,knn_seed,knn_seed_candidates,knn_seed_cost,knn_seed_regret,knn_seed_evm_pct,knn_seed_aclr_db,unconditional_local_candidates,unconditional_local_final_cost,unconditional_local_regret,unconditional_local_evm_pct,unconditional_local_aclr_db,best_seed,best_final_cost,predicted_regret,predicted_uncertainty,nearest_feature_distance_ppm,safe_neighbor_count,safety_neighbor_count,regret_budget,action,gated_candidates,gated_final_cost,gated_regret,gated_evm_pct,gated_aclr_db,direct_actual_regret,direct_validation_ok
waveform,qam16_bw20_bo058,noise_high,qam16_bw20_bo058,53,1,54035.9714181541,576.5227191774975,8.60077100846155,-142.894159733864,5,1,54056.0326038464,596.5839048697962,8.60150205855441,-142.895606351827,14,53459.4486989766,0.0,8.50789486638113,-144.26108743961,5,53459.4486989766,106,129,1609515,0,5,100,local_search,14,53459.4486989766,0.0,8.50789486638113,-144.26108743961,596.5839048697962,1
waveform,qam16_bw20_bo058,noise_high,qam16_bw20_bo058,67,1,52589.0391377472,-171.1412720994049,8.76896918681824,-133.058806358295,5,1,52593.6206494001,-166.55976044650015,8.76946054416992,-133.057453577076,14,52770.3636560029,10.183246156295354,8.75172680777757,-132.843344341774,2,52760.1804098466,0,0,1099131,0,5,100,local_search,14,52770.3636560029,10.183246156295354,8.75172680777757,-132.843344341774,-166.55976044650015,1
waveform,qam16_bw20_bo058,noise_mid,qam16_bw20_bo058,41,1,37068.6223781364,695.891478073303,7.05303012851279,-134.686089818339,5,1,37082.3452537555,709.6143536923992,7.0537948769244,-134.689822043974,14,36394.3662844853,21.63538442220306,7.01478547478264,-134.45631927453,2,36372.7309000631,651,84,1475616,0,5,100,local_search,14,36394.3662844853,21.63538442220306,7.01478547478264,-134.45631927453,709.6143536923992,1
waveform,qam16_bw20_bo058,noise_mid,qam16_bw20_bo058,53,1,38092.7312179305,556.2347791088032,8.17570673892455,-142.827973732376,5,1,38113.0472199206,576.5507810989002,8.17626064030677,-142.829633132005,14,37543.3377946599,6.841355838201707,8.13823013016775,-143.641062833456,2,37536.4964388217,0,0,1156833,0,5,100,local_search,14,37543.3377946599,6.841355838201707,8.13823013016775,-143.641062833456,576.5507810989002,1
waveform,qam16_bw20_bo058,noise_mid,qam16_bw20_bo058,67,1,36750.0888286419,-148.71169987809844,8.39714668031102,-132.999914015227,5,1,36761.0790520361,-137.72147648390091,8.39790087981516,-132.998601595499,14,36936.8121988778,38.01167035780236,8.39630450139424,-132.910167398022,2,36898.80052852,69,51,1086884,0,5,100,local_search,14,36936.8121988778,38.01167035780236,8.39630450139424,-132.910167398022,-137.72147648390091,1
waveform,qam16_bw20_bo058,sat_early,qam16_bw20_bo058,41,1,34370.2914426464,446.88979552909586,6.98553701962035,-134.670072328485,5,1,34434.2874575869,510.88581046959735,6.98795540517398,-134.674040651309,14,34076.1636764899,152.7620293725995,6.96959156835922,-134.568866377532,2,33923.4016471173,174,148,2132191,2,5,100,local_search,14,34076.1636764899,152.7620293725995,6.96959156835922,-134.568866377532,510.88581046959735,1
waveform,qam16_bw20_bo058,sat_early,qam16_bw20_bo058,53,1,35417.5185545588,516.1858399651028,8.11383715352004,-142.835645887155,5,1,35479.2283038806,577.895589286898,8.11557759090295,-142.837482878986,14,35011.979402274,110.64668768030242,8.09507690581544,-143.218812569787,2,34901.3327145937,0,0,1252953,0,5,100,local_search,14,35011.979402274,110.64668768030242,8.09507690581544,-143.218812569787,577.895589286898,1
waveform,qam16_bw20_bo058,sat_early,qam16_bw20_bo058,67,1,34288.3258511918,-72.6214153990004,8.35689160042923,-132.964950993423,5,1,34346.4536529606,-14.4936136302058,8.35899705777702,-132.963609910985,14,34522.1632838806,161.21601728980022,8.3618092509476,-132.922427091222,2,34360.9472665908,40,34,1092239,0,5,100,local_search,14,34522.1632838806,161.21601728980022,8.3618092509476,-132.922427091222,-14.4936136302058,1
waveform,qam16_bw20_bo058,sat_mid,qam16_bw20_bo058,41,1,33896.8554908749,375.3971904041973,6.96960509666499,-134.641358050905,5,1,33926.6568003408,405.19849987010093,6.97088003330624,-134.645132550353,14,33584.4739838428,63.015683372097556,6.95323020896127,-134.540216362121,2,33521.4583004707,796,48,1754239,0,5,100,local_search,14,33584.4739838428,63.015683372097556,6.95323020896127,-134.540216362121,405.19849987010093,1
waveform,qam16_bw20_bo058,sat_mid,qam16_bw20_bo058,53,1,34941.3266137395,371.7454509208983,8.10080374873529,-142.809831356466,5,1,34973.2942058284,403.7130430098041,8.10166184143303,-142.811591915218,14,34592.3661911319,22.785028313301154,8.0832568589446,-143.194569360564,2,34569.5811628186,0,0,1189098,0,5,100,local_search,14,34592.3661911319,22.785028313301154,8.0832568589446,-143.194569360564,403.7130430098041,1
waveform,qam16_bw20_bo058,sat_mid,qam16_bw20_bo058,67,1,33872.82950727,-76.74115174639883,8.34412559482077,-132.974626905883,5,1,33899.9564572522,-49.61420176419779,8.34534896954083,-132.973314057387,14,34029.7757620664,80.20510305000062,8.34677611980559,-132.932129145656,2,33949.5706590164,42,38,1090189,0,5,100,local_search,14,34029.7757620664,80.20510305000062,8.34677611980559,-132.932129145656,-49.61420176419779,1
waveform,qam16_bw20_bo058,thermal_drift,qam16_bw20_bo058,41,1,66289.6444116386,272.70016427119845,8.93876566805849,-134.918803262847,5,1,66295.7846958142,278.84044844680466,8.93929973885556,-134.922189184705,14,66021.2253483363,4.281100968903047,8.90792122096417,-134.815446455577,3,66016.9442473674,811,45,1512963,0,5,100,local_search,14,66021.2253483363,4.281100968903047,8.90792122096417,-134.815446455577,278.84044844680466,1
waveform,qam16_bw20_bo058,thermal_drift,qam16_bw20_bo058,53,1,67464.7564302679,310.6751101171976,9.85342808128678,-141.460250809674,5,1,67479.5138707519,325.4325506012101,9.85413826341727,-141.460961603643,14,67174.4172562814,20.335936130708433,9.81968317043751,-141.787522591651,4,67154.0813201507,0,0,1122944,0,5,100,local_search,14,67174.4172562814,20.335936130708433,9.81968317043751,-141.787522591651,325.4325506012101,1
waveform,qam16_bw20_bo058,thermal_drift,qam16_bw20_bo058,67,1,66017.0985613639,-86.83325002819765,10.0251389775103,-133.131484343301,5,1,66024.7397123986,-79.19209899350244,10.0259074886539,-133.130110069265,14,66120.9387011399,17.00688974779041,10.0326816055227,-133.089218961127,2,66103.9318113921,26,5,1100287,0,5,100,local_search,14,66120.9387011399,17.00688974779041,10.0326816055227,-133.089218961127,-79.19209899350244,1
waveform,qam16_bw20_bo058,thermal_mild,qam16_bw20_bo058,41,1,45338.3966082034,312.4383497532035,7.57013561009197,-134.740495863372,5,1,45348.5409777571,322.58271930689807,7.5708170114246,-134.74406901463,14,45038.6882842284,12.730025778204435,7.54625792794269,-134.638549273641,2,45025.9582584502,811,45,1514923,0,5,100,local_search,14,45038.6882842284,12.730025778204435,7.54625792794269,-134.638549273641,322.58271930689807,1
waveform,qam16_bw20_bo058,thermal_mild,qam16_bw20_bo058,53,1,46229.7460579969,326.40044020849746,8.61434818627844,-142.244429364151,5,1,46247.0921322841,343.7465144957023,8.61495272558449,-142.245766552703,14,45915.6625198895,12.316902101098094,8.58924246321883,-142.610810113611,4,45903.3456177884,0,0,1136321,0,5,100,local_search,14,45915.6625198895,12.316902101098094,8.58924246321883,-142.610810113611,343.7465144957023,1
waveform,qam16_bw20_bo058,thermal_mild,qam16_bw20_bo058,67,1,45140.7284516424,-89.62283575330366,8.8400031414573,-133.032855867539,5,1,45151.2544224485,-79.0968649471979,8.84082733527522,-133.031525594183,14,45242.617824511,12.266537115297979,8.84374676363588,-132.993911320316,2,45230.3512873957,28,27,1097273,0,5,100,local_search,14,45242.617824511,12.266537115297979,8.84374676363588,-132.993911320316,-79.0968649471979,1
waveform,qam16_bw20_bo070,baseline,qam16_bw20_bo070,41,1,41693.0704655915,829.9906204428044,7.22579668771264,-134.440329043243,5,1,41474.8867450672,611.806899918498,7.21763348423564,-134.443621192898,14,40863.0798451487,0.0,7.18713562750675,-134.345660122929,5,40863.0798451487,687,1,1652489,0,5,100,local_search,14,40863.0798451487,0.0,7.18713562750675,-134.345660122929,611.806899918498,1
