held_profile,condition_id,profile_id,oracle_package,selected_seed,seed_source,seed_safe,seed_regret,nearest_distance,safe_support,expected_safe_cost,mandatory_search_candidates,deployment_action,seed_safety_violation
dev_mid_gain_memory,dev_mid_gain_memory_qam16_bw20_bo070_seed67,dev_mid_gain_memory,6,6,fallback_14,,,,0,,14,fallback_14,0
dev_mid_gain_memory,dev_mid_gain_memory_qam16_bw40_bo058_seed41,dev_mid_gain_memory,2,1,safety_knn,1,1355.000000,0.710383,7,49803.571429,14,fallback_14,0
dev_mid_gain_memory,dev_mid_gain_memory_qam16_bw40_bo058_seed53,dev_mid_gain_memory,1,1,safety_knn,1,0.000000,1.348585,7,42799.571429,14,fallback_14,0
dev_mid_gain_memory,dev_mid_gain_memory_qam16_bw40_bo058_seed67,dev_mid_gain_memory,2,1,safety_knn,1,1780.000000,0.554240,7,82157.714286,14,fallback_14,0
dev_mid_gain_memory,dev_mid_gain_memory_qam16_bw40_bo070_seed41,dev_mid_gain_memory,5,5,safety_knn,1,0.000000,1.123339,7,87741.571429,14,fallback_14,0
dev_mid_gain_memory,dev_mid_gain_memory_qam16_bw40_bo070_seed53,dev_mid_gain_memory,5,5,safety_knn,1,0.000000,0.906117,7,84894.285714,14,fallback_14,0
dev_mid_gain_memory,dev_mid_gain_memory_qam16_bw40_bo070_seed67,dev_mid_gain_memory,6,6,fallback_14,,,,0,,14,fallback_14,0
dev_mid_gain_memory,dev_mid_gain_memory_qam64_bw20_bo058_seed41,dev_mid_gain_memory,2,1,safety_knn,1,107.000000,0.606748,7,73840.142857,14,fallback_14,0
dev_mid_gain_memory,dev_mid_gain_memory_qam64_bw20_bo058_seed53,dev_mid_gain_memory,2,1,safety_knn,1,1029.000000,0.569638,7,44667.000000,14,fallback_14,0
dev_mid_gain_memory,dev_mid_gain_memory_qam64_bw20_bo058_seed67,dev_mid_gain_memory,2,1,safety_knn,1,540.000000,0.598983,7,75326.000000,14,fallback_14,0
dev_mid_gain_memory,dev_mid_gain_memory_qam64_bw20_bo070_seed41,dev_mid_gain_memory,4,4,safety_knn,1,0.000000,0.489357,7,101974.000000,14,fallback_14,0
dev_mid_gain_memory,dev_mid_gain_memory_qam64_bw20_bo070_seed53,dev_mid_gain_memory,5,5,safety_knn,1,0.000000,0.498904,7,88467.857143,14,fallback_14,0
dev_mid_gain_memory,dev_mid_gain_memory_qam64_bw20_bo070_seed67,dev_mid_gain_memory,5,5,safety_knn,1,0.000000,0.566876,7,123993.714286,14,fallback_14,0
dev_mid_gain_memory,dev_mid_gain_memory_qam64_bw40_bo058_seed41,dev_mid_gain_memory,1,1,safety_knn,1,0.000000,0.495906,7,46805.857143,14,fallback_14,0
dev_mid_gain_memory,dev_mid_gain_memory_qam64_bw40_bo058_seed53,dev_mid_gain_memory,2,1,safety_knn,1,897.000000,0.761639,7,59871.571429,14,fallback_14,0
dev_mid_gain_memory,dev_mid_gain_memory_qam64_bw40_bo058_seed67,dev_mid_gain_memory,2,1,safety_knn,1,1623.000000,0.564911,7,71170.428571,14,fallback_14,0
dev_mid_gain_memory,dev_mid_gain_memory_qam64_bw40_bo070_seed41,dev_mid_gain_memory,5,5,safety_knn,1,0.000000,0.554943,7,93583.428571,14,fallback_14,0
dev_mid_gain_memory,dev_mid_gain_memory_qam64_bw40_bo070_seed53,dev_mid_gain_memory,5,6,fallback_14,,,,0,,14,fallback_14,0
dev_mid_gain_memory,dev_mid_gain_memory_qam64_bw40_bo070_seed67,dev_mid_gain_memory,6,6,fallback_14,,,,0,,14,fallback_14,0
