Profile,Design,MetricDomain,NativeScale,N_bits,N_rec,EVM_percent,SNDR_dB,ACLR_L_dBc,ACLR_R_dBc,ACLR_avg_dBc
p1_64,LPDSM,bb_sign1bit,1,65535,1975,4.08781614062028,27.7701729174949,-22.5009161592726,-22.5938276378228,-22.5473718985477
p1_64,LPDSM2,bb_sign1bit,1,65535,1975,3.67452372687715,28.6959788795876,-24.8759395931599,-24.9841630611744,-24.9300513271671
p1_64,EFDSM,bb_sign1bit,1,65535,1975,1.68241916887204,35.4813158420038,-22.5006937767565,-22.6275637264324,-22.5641287515944
p1_64,EFDSM2,bb_sign1bit,1,65535,1975,0.175966347172981,55.0914076249144,-24.8710896472575,-24.9790784749005,-24.925084061079
p1_64,MASH11,bb_multibit_yout,3,65535,1975,3.66921809768175,28.708529461776,-24.9525221194685,-25.0474626989006,-24.9999924091846
p1_64,MASH111,bb_multibit_yout,7,65535,1975,3.66423146950146,28.7203419951054,-25.0628788386721,-25.1772469179247,-25.1200628782984
p1_64,MASH22,bb_multibit_yout,5,65535,1975,3.66668675600476,28.7145238021481,-25.0650832797064,-25.1699653360482,-25.1175243078773
