project_part,clock_hz,algorithm,interp_mode,duc_mode,dpd_poly_order,dpd_mp_max_taps,enable_dpd_poly,enable_dpd_lut,enable_dpd_memory,bb_sample_rate_hz,signal_bw_hz,routed_wns_ns,routed_tns_ns,routed_min_pulse_width_slack_ns,router_estimated_whs_ns,router_estimated_ths_ns,lut,ff,bram,dsp,total_power_w,dynamic_power_w,static_power_w,bitstream_generated,xsa_generated
xczu15eg-ffvb1156-2-i,100000000,EFDSM_1BIT,4_X32_CIC_COMP_FIR,0_FS4,5,4,0,0,1,3125000,2539062,2.314,0.000,3.500,0.010,0.000,16296,20763,3.0,266,4.114,3.268,0.846,yes,yes
